m_130085_,writeResourceLocation,2,
m_130087_,writeByteArray,2,
m_130089_,writeVarIntArray,2,
m_130091_,writeLongArray,2,
m_130093_,readLongArray,2,
m_130100_,readVarIntArray,2,
m_130101_,readByteArray,2,
m_130103_,writeVarLong,2,
m_130105_,readLongArray,2,
m_13010_,makeRegistryStatType,2,
m_130116_,readVarIntArray,2,
m_130130_,writeVarInt,2,
m_130135_,readBlockPos,2,
m_130136_,readUtf,2,
m_130157_,readSectionPos,2,
m_13015_,getValue,2,
m_13017_,getValue,2,
m_13023_,increment,2,
m_130242_,readVarInt,2,
m_130258_,readVarLong,2,
m_130259_,readUUID,2,
m_130260_,readNbt,2,
m_130277_,readUtf,2,
m_130281_,readResourceLocation,2,
m_130282_,readDate,2,
m_130283_,readBlockHitResult,2,
m_130559_,lambda$tickSecond$0,2,
m_130622_,getAction,2,
m_130623_,getValue,2,
m_130644_,isAllowedFromServer,2,
m_130663_,optionStatus,2,
m_130666_,optionStatus,2,
m_130668_,getString,2,
m_130670_,lambda$getString$0,2,
m_130674_,nullToEmpty,2,
m_130691_,fromJson,2,
m_130701_,fromJson,2,
m_130703_,toJson,2,
m_130705_,serialize,2,
m_130714_,fromJsonLenient,2,
m_130719_,deserialize,2,
m_130729_,fromMessage,2,
m_130731_,updateForEntity,2,
m_130736_,resolveStyle,2,
m_130741_,lambda$formatList$0,2,
m_130743_,formatList,2,
m_130745_,formatAndSortList,2,
m_130748_,wrapInSquareBrackets,2,
m_130750_,mergeStyles,2,
m_130762_,of,2,
m_130765_,lambda$getString$0,2,
m_130768_,composite,2,
m_130773_,composite,2,
m_130775_,of,2,
m_130809_,accept,2,
m_130820_,getAction,2,
m_130823_,getValue,2,
m_130847_,isAllowedFromServer,2,
m_130864_,cast,2,
m_130884_,getTooltipLines,2,
m_130898_,getItemStack,2,
m_130938_,withStyle,2,
m_130940_,withStyle,2,
m_130944_,withStyle,2,
m_130946_,append,2,
m_130948_,withStyle,2,
m_131135_,getColor,2,
m_131136_,withBold,2,
m_131138_,withInsertion,2,
m_131140_,withColor,2,
m_131142_,withClickEvent,2,
m_131144_,withHoverEvent,2,
m_131146_,applyTo,2,
m_131148_,withColor,2,
m_131150_,withFont,2,
m_131152_,applyFormats,2,
m_131154_,isBold,2,
m_131155_,withItalic,2,
m_131157_,applyFormat,2,
m_131161_,isItalic,2,
m_131162_,withUnderlined,2,
m_131164_,applyLegacyFormat,2,
m_131168_,isStrikethrough,2,
m_131171_,isUnderlined,2,
m_131176_,isObfuscated,2,
m_131179_,isEmpty,2,
m_131182_,getClickEvent,2,
m_131186_,getHoverEvent,2,
m_131189_,getInsertion,2,
m_131192_,getFont,2,
m_131235_,getPlainText,2,
m_131236_,substring,2,
m_131246_,lambda$create$3,2,
m_131251_,create,2,
m_131265_,getValue,2,
m_131266_,fromRgb,2,
m_131268_,parseColor,2,
m_131270_,fromLegacyFormat,2,
m_131274_,serialize,2,
m_131277_,formatValue,2,
m_131359_,ensureRunningOnSameThread,2,
m_131363_,ensureRunningOnSameThread,2,
m_131496_,getId,2,
m_131497_,write,2,
m_131499_,getUUID,2,
m_131500_,getX,2,
m_131501_,getY,2,
m_131502_,getZ,2,
m_131503_,getXa,2,
m_131504_,getYa,2,
m_131505_,getZa,2,
m_131508_,getType,2,
m_131509_,getData,2,
m_131524_,getId,2,
m_131525_,write,2,
m_131527_,getX,2,
m_131528_,getY,2,
m_131529_,getZ,2,
m_131530_,getValue,2,
m_131624_,getId,2,
m_131625_,write,2,
m_131627_,getAction,2,
m_131685_,getId,2,
m_131686_,write,2,
m_131688_,getPos,2,
m_131689_,getProgress,2,
m_131704_,getPos,2,
m_131708_,getTag,2,
m_131725_,getPos,2,
m_131726_,write,2,
m_131728_,getB0,2,
m_131729_,getB1,2,
m_131730_,getBlock,2,
m_131746_,getBlockState,2,
m_131749_,getPos,2,
m_131772_,write,2,
m_131817_,isLocked,2,
m_131818_,write,2,
m_131820_,getDifficulty,2,
m_131862_,enumerateNodes,2,
m_131885_,write,2,
m_131887_,readNode,2,
m_131940_,write,2,
m_131954_,getContainerId,2,
m_131955_,write,2,
m_131957_,getItems,2,
m_131972_,getContainerId,2,
m_131973_,write,2,
m_131975_,getId,2,
m_131976_,getValue,2,
m_131991_,getContainerId,2,
m_131992_,write,2,
m_131994_,getSlot,2,
m_131995_,getItem,2,
m_132094_,getEntity,2,
m_132102_,getEventId,2,
m_132103_,write,2,
m_132127_,getKnockbackX,2,
m_132128_,write,2,
m_132130_,getKnockbackY,2,
m_132131_,getKnockbackZ,2,
m_132132_,getX,2,
m_132133_,getY,2,
m_132134_,getZ,2,
m_132135_,getPower,2,
m_132136_,getToBlow,2,
m_132150_,write,2,
m_132178_,getEvent,2,
m_132179_,write,2,
m_132181_,getParam,2,
m_132204_,getContainerId,2,
m_132205_,write,2,
m_132208_,getEntityId,2,
m_132274_,isGlobalEvent,2,
m_132275_,write,2,
m_132277_,getType,2,
m_132278_,getData,2,
m_132279_,getPos,2,
m_132311_,isOverrideLimiter,2,
m_132312_,write,2,
m_132314_,getX,2,
m_132315_,getY,2,
m_132316_,getZ,2,
m_132317_,getXDist,2,
m_132318_,getYDist,2,
m_132319_,getZDist,2,
m_132320_,getMaxSpeed,2,
m_132321_,getCount,2,
m_132322_,getParticle,2,
m_132349_,getX,2,
m_132350_,write,2,
m_132352_,getZ,2,
m_132399_,write,2,
m_132437_,applyToMap,2,
m_132468_,getContainerId,2,
m_132469_,write,2,
m_132471_,getOffers,2,
m_132472_,getVillagerLevel,2,
m_132473_,getVillagerXp,2,
m_132474_,showProgress,2,
m_132475_,canRestock,2,
m_132491_,getBuildTime,2,
m_132492_,getId,2,
m_132493_,getName,2,
m_132495_,getProtocolVersion,2,
m_132498_,isStable,2,
m_132519_,getEntity,2,
m_132531_,getyRot,2,
m_132532_,getxRot,2,
m_132533_,hasRotation,2,
m_132534_,hasPosition,2,
m_132535_,isOnGround,2,
m_132548_,write,2,
m_132563_,write,2,
m_132575_,write,2,
m_132591_,getX,2,
m_132592_,write,2,
m_132594_,getY,2,
m_132595_,getZ,2,
m_132596_,getYRot,2,
m_132597_,getXRot,2,
m_132608_,getHand,2,
m_132609_,write,2,
m_132625_,getContainerId,2,
m_132628_,getType,2,
m_132629_,getTitle,2,
m_132640_,getPos,2,
m_132641_,write,2,
m_132655_,getRecipe,2,
m_132656_,write,2,
m_132658_,getContainerId,2,
m_132674_,isInvulnerable,2,
m_132675_,write,2,
m_132677_,isFlying,2,
m_132678_,canFly,2,
m_132679_,canInstabuild,2,
m_132680_,getFlyingSpeed,2,
m_132681_,getWalkingSpeed,2,
m_132785_,getPosition,2,
m_132793_,getFromAnchor,2,
m_132794_,write,2,
m_132818_,getX,2,
m_132819_,write,2,
m_132821_,getY,2,
m_132822_,getZ,2,
m_132823_,getYRot,2,
m_132824_,getXRot,2,
m_132825_,getId,2,
m_132826_,getRelativeArguments,2,
m_132865_,getRecipes,2,
m_132866_,write,2,
m_132868_,getHighlights,2,
m_132869_,getBookSettings,2,
m_132870_,getState,2,
m_132901_,getEntity,2,
m_132953_,write,2,
m_132969_,getEntity,2,
m_132977_,getYHeadRot,2,
m_132978_,write,2,
m_132992_,runUpdates,2,
m_133001_,write,2,
m_133013_,getTab,2,
m_133014_,write,2,
m_133059_,getEntity,2,
m_133067_,write,2,
m_133079_,getSlot,2,
m_133080_,write,2,
m_133094_,getX,2,
m_133095_,write,2,
m_133097_,getZ,2,
m_133108_,getRadius,2,
m_133109_,write,2,
m_133123_,getPos,2,
m_133124_,write,2,
m_133126_,getAngle,2,
m_133139_,getSlot,2,
m_133140_,write,2,
m_133142_,getObjectiveName,2,
m_133157_,write,2,
m_133172_,getSourceId,2,
m_133173_,write,2,
m_133175_,getDestId,2,
m_133192_,getId,2,
m_133193_,write,2,
m_133195_,getXa,2,
m_133196_,getYa,2,
m_133197_,getZa,2,
m_133210_,getEntity,2,
m_133211_,write,2,
m_133213_,getSlots,2,
m_133228_,getExperienceProgress,2,
m_133229_,write,2,
m_133231_,getTotalExperience,2,
m_133232_,getExperienceLevel,2,
m_133247_,getHealth,2,
m_133248_,write,2,
m_133250_,getFood,2,
m_133251_,getSaturation,2,
m_133266_,getObjectiveName,2,
m_133267_,write,2,
m_133269_,getDisplayName,2,
m_133270_,getMethod,2,
m_133271_,getRenderType,2,
m_133283_,getPassengers,2,
m_133284_,write,2,
m_133286_,getVehicle,2,
m_133311_,getName,2,
m_133312_,write,2,
m_133315_,getPlayers,2,
m_133358_,getGameTime,2,
m_133359_,write,2,
m_133361_,getDayTime,2,
m_133427_,write,2,
m_133429_,getSource,2,
m_133430_,getId,2,
m_133431_,getVolume,2,
m_133432_,getPitch,2,
m_133456_,write,2,
m_133458_,getSource,2,
m_133459_,getX,2,
m_133460_,getY,2,
m_133461_,getZ,2,
m_133462_,getVolume,2,
m_133463_,getPitch,2,
m_133476_,getName,2,
m_133477_,write,2,
m_133479_,getSource,2,
m_133506_,getTransactionId,2,
m_133507_,write,2,
m_133509_,getTag,2,
m_133524_,getItemId,2,
m_133525_,write,2,
m_133527_,getPlayerId,2,
m_133528_,getAmount,2,
m_133545_,getId,2,
m_133546_,write,2,
m_133548_,getX,2,
m_133549_,getY,2,
m_133550_,getZ,2,
m_133551_,getyRot,2,
m_133552_,getxRot,2,
m_133553_,isOnGround,2,
m_133570_,getAdded,2,
m_133571_,write,2,
m_133573_,getRemoved,2,
m_133574_,getProgress,2,
m_133575_,shouldReset,2,
m_133588_,getEntityId,2,
m_133591_,getValues,2,
m_133620_,write,2,
m_133622_,getEntityId,2,
m_133624_,getEffectAmplifier,2,
m_133625_,getEffectDurationTicks,2,
m_133626_,isEffectVisible,2,
m_133627_,isEffectAmbient,2,
m_133628_,effectShowsIcon,2,
m_133644_,getRecipes,2,
m_133668_,getEntityName,2,
m_133674_,sendGameTestClearPacket,2,
m_133676_,sendPoiPacketsForChunk,2,
m_133679_,sendPoiAddedPacket,2,
m_133682_,sendGameTestAddMarker,2,
m_133688_,sendRaids,2,
m_133691_,sendPacketToAllPlayers,2,
m_133695_,sendEntityBrain,2,
m_133697_,sendBeeInfo,2,
m_133699_,sendGoalSelector,2,
m_133703_,sendPathFindingPacket,2,
m_133708_,sendNeighborsUpdatePacket,2,
m_133711_,sendStructurePacket,2,
m_133716_,sendPoiRemovedPacket,2,
m_133719_,sendPoiTicketCountPacket,2,
m_133722_,sendVillageSectionsPacket,2,
m_133728_,isPathNormalized,2,
m_133730_,findAvailableName,2,
m_133734_,isPathPortable,2,
m_133736_,createPathToResource,2,
m_133795_,getId,2,
m_133796_,write,2,
m_133824_,getDifficulty,2,
m_133825_,write,2,
m_133838_,write,2,
m_133850_,getAction,2,
m_133851_,write,2,
m_133901_,getId,2,
m_133902_,write,2,
m_133904_,getCommand,2,
m_133959_,getContainerId,2,
m_133960_,write,2,
m_133962_,getSlotNum,2,
m_133963_,getButtonNum,2,
m_133966_,getClickType,2,
m_133977_,write,2,
m_134057_,write,2,
m_134061_,isUsingSecondaryAction,2,
m_134087_,getPos,2,
m_134088_,write,2,
m_134090_,levels,2,
m_134091_,keepJigsaws,2,
m_134115_,isLocked,2,
m_134116_,write,2,
m_134129_,getX,2,
m_134131_,getYRot,2,
m_134139_,isOnGround,2,
m_134140_,getY,2,
m_134142_,getXRot,2,
m_134146_,getZ,2,
m_134158_,write,2,
m_134172_,write,2,
m_134183_,write,2,
m_134199_,getX,2,
m_134200_,write,2,
m_134202_,getY,2,
m_134203_,getZ,2,
m_134204_,getYRot,2,
m_134205_,getXRot,2,
m_134218_,getLeft,2,
m_134219_,write,2,
m_134221_,getRight,2,
m_134232_,getSlot,2,
m_134233_,write,2,
m_134249_,getContainerId,2,
m_134250_,write,2,
m_134252_,getRecipe,2,
m_134253_,isShiftDown,2,
m_134264_,isFlying,2,
m_134265_,write,2,
m_134281_,getPos,2,
m_134282_,write,2,
m_134284_,getDirection,2,
m_134285_,getAction,2,
m_134318_,write,2,
m_134320_,getAction,2,
m_134321_,getData,2,
m_134355_,getXxa,2,
m_134356_,write,2,
m_134358_,getZza,2,
m_134359_,isJumping,2,
m_134360_,isShiftKeyDown,2,
m_134375_,getBookType,2,
m_134376_,write,2,
m_134378_,isOpen,2,
m_134379_,isFiltering,2,
m_134390_,getRecipe,2,
m_134391_,write,2,
m_134403_,getName,2,
m_134404_,write,2,
m_134442_,openedTab,2,
m_134444_,closedScreen,2,
m_134445_,write,2,
m_134447_,getAction,2,
m_134448_,getTab,2,
m_134469_,getItem,2,
m_134470_,write,2,
m_134498_,getSlot,2,
m_134499_,write,2,
m_134521_,getPos,2,
m_134522_,write,2,
m_134524_,getCommand,2,
m_134525_,isTrackOutput,2,
m_134526_,isConditional,2,
m_134527_,isAutomatic,2,
m_134528_,getMode,2,
m_134537_,getCommandBlock,2,
m_134545_,getCommand,2,
m_134546_,write,2,
m_134548_,isTrackOutput,2,
m_134585_,getPos,2,
m_134586_,write,2,
m_134588_,getName,2,
m_134589_,getTarget,2,
m_134590_,getPool,2,
m_134591_,getFinalState,2,
m_134592_,getJoint,2,
m_134629_,getPos,2,
m_134630_,write,2,
m_134632_,getUpdateType,2,
m_134633_,getMode,2,
m_134634_,getName,2,
m_134635_,getOffset,2,
m_134637_,getMirror,2,
m_134638_,getRotation,2,
m_134639_,getData,2,
m_134640_,isIgnoreEntities,2,
m_134641_,isShowAir,2,
m_134642_,isShowBoundingBox,2,
m_134643_,getIntegrity,2,
m_134644_,getSeed,2,
m_134660_,getPos,2,
m_134661_,write,2,
m_134663_,getLines,2,
m_134674_,getHand,2,
m_134675_,write,2,
m_134681_,getEntity,2,
m_134689_,write,2,
m_134703_,getHand,2,
m_134704_,write,2,
m_134706_,getHitResult,2,
m_134717_,getHand,2,
m_134718_,write,2,
m_134736_,write,2,
m_134756_,write,2,
m_134761_,getReport,2,
m_134791_,getServerId,2,
m_134792_,write,2,
m_134794_,getPublicKey,2,
m_134806_,getCompressionThreshold,2,
m_134807_,write,2,
m_134819_,getReason,2,
m_134820_,write,2,
m_134850_,write,2,
m_134859_,getSecretKey,2,
m_134869_,write,2,
m_134898_,write,2,
m_135021_,createAccessor,2,
m_135048_,getSerializer,2,
m_135050_,registerSerializer,2,
m_135052_,getSerializedId,2,
m_13513_,getRaw,2,
m_13514_,get,2,
m_13516_,getAndSet,2,
m_13519_,getAll,2,
m_13521_,getSize,2,
m_13524_,set,2,
m_13532_,getAllInstances,2,
m_13533_,find,2,
m_135352_,isDirty,2,
m_135353_,defineId,2,
m_135356_,assignValues,2,
m_135370_,get,2,
m_135375_,assignValue,2,
m_135378_,packDirty,2,
m_135379_,getItem,2,
m_135381_,set,2,
m_135396_,getAccessor,2,
m_135397_,setValue,2,
m_135401_,setDirty,2,
m_135403_,getValue,2,
m_135406_,isDirty,2,
m_135408_,placeRecipe,2,
m_135434_,recipeClicked,2,
m_135438_,moveItemToGrid,2,
m_135449_,getStackSize,2,
m_135453_,testClearGrid,2,
m_135454_,getAmountOfFreeSlotsInInventory,2,
m_13554_,clear,2,
m_135589_,create,2,
m_135592_,create,2,
m_13559_,addMapping,2,
m_13562_,size,2,
m_13563_,indexOf,2,
m_13566_,nextId,2,
m_13567_,getValue,2,
m_13569_,add,2,
m_13571_,grow,2,
m_13573_,hash,2,
m_13575_,findEmpty,2,
m_135782_,location,2,
m_135783_,isFor,2,
m_135785_,create,2,
m_135788_,createRegistryKey,2,
m_13578_,generateSecretKey,2,
m_135790_,create,2,
m_13579_,setupCipher,2,
m_135815_,getPath,2,
m_135816_,isAllowedInResourceLocation,2,
m_135818_,read,2,
m_135820_,tryParse,2,
m_135827_,getNamespace,2,
m_135828_,validPathChar,2,
m_135835_,validNamespaceChar,2,
m_135837_,read,2,
m_13583_,getCipher,2,
m_135841_,isValidPath,2,
m_135843_,isValidNamespace,2,
m_13586_,cipherData,2,
m_135870_,bootStrap,2,
m_135871_,checkTranslations,2,
m_135875_,realStdoutPrintln,2,
m_135877_,checkGameruleTranslations,2,
m_135879_,lambda$checkTranslations$0,2,
m_135884_,lambda$getMissingTranslations$1,2,
m_135886_,getMissingTranslations,2,
m_135889_,validate,2,
m_135890_,wrapStreams,2,
m_135906_,forException,2,
m_135908_,prependJsonKey,2,
m_13590_,digestData,2,
m_135910_,setFilenameAndFlush,2,
m_135918_,addJsonKey,2,
m_135923_,getJsonKeys,2,
m_135944_,hasAgreedToEULA,2,
m_135945_,readFile,2,
m_135946_,saveDefaults,2,
m_13594_,encryptUsingKey,2,
m_135978_,stopListening,2,
m_135979_,setPlayer,2,
m_13597_,decryptByteToSecretKey,2,
m_135981_,reload,2,
m_135983_,setSelectedTab,2,
m_135985_,startProgress,2,
m_135988_,award,2,
m_135991_,save,2,
m_135992_,flushDirty,2,
m_135994_,registerListeners,2,
m_135996_,getOrStartProgress,2,
m_135998_,revoke,2,
m_136002_,checkForAutomaticTriggers,2,
m_136004_,registerListeners,2,
m_136006_,load,2,
m_136008_,unregisterListeners,2,
m_13600_,byteToPublicKey,2,
m_136028_,getAllAdvancements,2,
m_13602_,digestData,2,
m_13604_,generateKeyPair,2,
m_136055_,getFunctions,2,
m_13605_,decryptUsingKey,2,
m_136089_,getFunction,2,
m_136112_,execute,2,
m_136115_,executeTagFunctions,2,
m_136118_,get,2,
m_136120_,replaceLibrary,2,
m_136125_,postReload,2,
m_136127_,getDispatcher,2,
m_136128_,tick,2,
m_136129_,getGameLoopSender,2,
m_136130_,getFunctionNames,2,
m_136131_,getTagNames,2,
m_136192_,getProtocolVersion,2,
m_13619_,builder,2,
m_136207_,addDirtyListener,2,
m_13620_,getStringValue,2,
m_136217_,setDirty,2,
m_136229_,getStartTrackingPackets,2,
m_13622_,writeLine,2,
m_136231_,startTrackingObjective,2,
m_136233_,getStopTrackingPackets,2,
m_136235_,stopTrackingObjective,2,
m_136237_,getObjectiveDisplaySlotCount,2,
m_13624_,writeRow,2,
m_136254_,getTick,2,
m_136263_,getTextId,2,
m_136264_,setValue,2,
m_136268_,setPlayers,2,
m_136270_,addOfflinePlayer,2,
m_136272_,load,2,
m_136278_,setMax,2,
m_136282_,getValue,2,
m_136283_,onPlayerConnect,2,
m_136285_,getMax,2,
m_136286_,onPlayerDisconnect,2,
m_136288_,getDisplayName,2,
m_136289_,save,2,
m_13628_,build,2,
m_136292_,getIds,2,
m_136293_,onPlayerConnect,2,
m_136295_,load,2,
m_136297_,get,2,
m_136299_,create,2,
m_136302_,remove,2,
m_136304_,getEvents,2,
m_136305_,onPlayerDisconnect,2,
m_136307_,save,2,
m_13630_,addColumn,2,
m_136310_,register,2,
m_136312_,lambda$register$17,2,
m_136317_,lambda$register$3,2,
m_136319_,perform,2,
m_136324_,performCriterion,2,
m_136330_,addChildren,2,
m_136333_,getAdvancements,2,
m_136343_,lambda$static$2,2,
m_136352_,lambda$register$10,2,
m_136378_,getKey,2,
m_136379_,perform,2,
m_13639_,isValid,2,
m_13640_,create,2,
m_13642_,isLocked,2,
m_136439_,getLivingEntity,2,
m_136458_,removeModifier,2,
m_136463_,getAttributeModifier,2,
m_136469_,addModifier,2,
m_13648_,alreadyLocked,2,
m_136527_,register,2,
m_136529_,lambda$register$2,2,
m_13652_,throwIfPresent,2,
m_136531_,lambda$register$0,2,
m_136533_,banIpOrName,2,
m_136537_,lambda$register$1,2,
m_136539_,banIp,2,
m_13653_,add,2,
m_136543_,register,2,
m_136545_,lambda$register$3,2,
m_136547_,lambda$register$0,2,
m_136549_,showList,2,
m_136552_,lambda$register$2,2,
m_136554_,lambda$register$1,2,
m_136558_,register,2,
m_13655_,alpha,2,
m_136560_,lambda$register$2,2,
m_136562_,lambda$register$0,2,
m_136564_,banPlayers,2,
m_136568_,lambda$register$1,2,
m_13657_,multiply,2,
m_136582_,register,2,
m_136584_,getBossBar,2,
m_136586_,lambda$static$2,2,
m_136589_,listBars,2,
m_136591_,createBar,2,
m_136595_,getValue,2,
m_136598_,setValue,2,
m_136602_,setColor,2,
m_136606_,setStyle,2,
m_13660_,color,2,
m_136610_,setPlayers,2,
m_136614_,setName,2,
m_136618_,setVisible,2,
m_136624_,lambda$register$28,2,
m_136626_,lambda$register$3,2,
m_136628_,getMax,2,
m_136631_,setMax,2,
m_136637_,lambda$register$27,2,
m_136639_,getVisible,2,
m_136642_,lambda$register$26,2,
m_136644_,getPlayers,2,
m_136647_,lambda$register$25,2,
m_136649_,removeBar,2,
m_136652_,lambda$register$24,2,
m_136654_,lambda$register$23,2,
m_136656_,lambda$register$22,2,
m_136658_,lambda$register$21,2,
m_13665_,red,2,
m_136660_,lambda$register$20,2,
m_136662_,lambda$register$19,2,
m_136664_,lambda$register$18,2,
m_136666_,lambda$register$17,2,
m_136668_,lambda$register$16,2,
m_136670_,lambda$register$15,2,
m_136672_,lambda$register$14,2,
m_136674_,lambda$register$13,2,
m_136676_,lambda$register$12,2,
m_136678_,lambda$register$11,2,
m_13667_,green,2,
m_136680_,lambda$register$10,2,
m_136682_,lambda$register$9,2,
m_136684_,lambda$register$8,2,
m_136686_,lambda$register$7,2,
m_136688_,lambda$register$6,2,
m_136690_,lambda$register$5,2,
m_136692_,lambda$register$4,2,
m_13669_,blue,2,
m_136703_,lambda$register$2,2,
m_136705_,clearInventory,2,
m_136733_,lambda$register$2,2,
m_136796_,canOverlap,2,
m_136806_,lambda$listEnabledPacks$30,2,
m_136808_,register,2,
m_136810_,lambda$register$22,2,
m_136815_,getPack,2,
m_136823_,listPacks,2,
m_136825_,disablePack,2,
m_136828_,enablePack,2,
m_136834_,lambda$static$7,2,
m_136843_,lambda$listAvailablePacks$27,2,
m_136845_,lambda$register$21,2,
m_136847_,lambda$static$5,2,
m_136854_,listAvailablePacks,2,
m_136863_,lambda$register$20,2,
m_136865_,listEnabledPacks,2,
m_136869_,lambda$register$19,2,
m_13686_,run,2,
m_136871_,lambda$register$9,2,
m_136873_,lambda$register$16,2,
m_136875_,lambda$register$11,2,
m_136877_,lambda$register$15,2,
m_136879_,lambda$register$13,2,
m_136881_,lambda$register$18,2,
m_136883_,apply,2,
m_136888_,register,2,
m_136890_,lambda$register$2,2,
m_136892_,lambda$register$1,2,
m_136895_,lambda$register$0,2,
m_136897_,deopPlayers,2,
m_136905_,register,2,
m_136909_,start,2,
m_136915_,stop,2,
m_136917_,lambda$register$2,2,
m_136926_,register,2,
m_136928_,lambda$register$0,2,
m_136930_,setMode,2,
m_136935_,lambda$register$1,2,
m_136938_,register,2,
m_13693_,codepoint,2,
m_136942_,lambda$register$2,2,
m_136944_,setDifficulty,2,
m_136953_,register,2,
m_136957_,lambda$register$0,2,
m_136959_,clearEffects,2,
m_13696_,composite,2,
m_136981_,lambda$register$2,2,
m_136983_,lambda$register$1,2,
m_136985_,register,2,
m_13699_,lambda$fromPair$7,2,
m_137012_,lambda$register$4,2,
m_137036_,checkRegions,2,
m_13703_,lambda$static$0,2,
m_137058_,checkScore,2,
m_13705_,decorateOutput,2,
m_137064_,checkScore,2,
m_137067_,checkIfRegions,2,
m_137070_,expect,2,
m_137074_,addConditional,2,
m_137079_,addIfBlocksConditional,2,
m_137088_,lambda$addConditionals$62,2,
m_13708_,lambda$decorateOutput$6,2,
m_137093_,wrapStores,2,
m_137097_,lambda$wrapStores$34,2,
m_137102_,lambda$register$5,2,
m_137104_,checkCustomPredicate,2,
m_137107_,storeValue,2,
m_137112_,storeValue,2,
m_137117_,storeData,2,
m_137131_,lambda$storeValue$35,2,
m_137145_,checkMatchingData,2,
m_13714_,forward,2,
m_137163_,lambda$addIfBlocksConditional$72,2,
m_137166_,createNumericConditionalHandler,2,
m_137177_,lambda$addIfBlocksConditional$70,2,
m_13717_,lambda$backward$5,2,
m_137181_,lambda$storeValue$36,2,
m_137188_,lambda$addConditionals$54,2,
m_137193_,checkUnlessRegions,2,
m_137196_,lambda$register$4,2,
m_137208_,lambda$addIfBlocksConditional$71,2,
m_137211_,lambda$addConditional$67,2,
m_137215_,lambda$addConditionals$52,2,
m_137220_,checkRegions,2,
m_13722_,composite,2,
m_137230_,lambda$addConditionals$53,2,
m_137245_,lambda$wrapStores$21,2,
m_13724_,lambda$fromList$8,2,
m_137257_,lambda$wrapStores$20,2,
m_137269_,lambda$wrapStores$19,2,
m_137276_,lambda$addConditionals$38,2,
m_137278_,lambda$register$17,2,
m_13727_,lambda$codepoint$1,2,
m_137280_,lambda$register$16,2,
m_137282_,lambda$register$15,2,
m_137284_,lambda$register$14,2,
m_137286_,lambda$register$13,2,
m_137288_,lambda$register$12,2,
m_137290_,lambda$register$11,2,
m_137292_,lambda$register$9,2,
m_137294_,lambda$register$8,2,
m_137298_,lambda$register$6,2,
m_137300_,test,2,
m_137302_,test,2,
m_137306_,register,2,
m_137308_,lambda$register$8,2,
m_137310_,lambda$register$9,2,
m_137312_,queryExperience,2,
m_137316_,addExperience,2,
m_13731_,accept,2,
m_137321_,lambda$register$7,2,
m_137323_,lambda$register$0,2,
m_137325_,setExperience,2,
m_137330_,lambda$register$6,2,
m_137332_,lambda$register$5,2,
m_137334_,lambda$register$4,2,
m_137336_,lambda$register$3,2,
m_137338_,lambda$register$2,2,
m_13733_,fromPair,2,
m_137340_,lambda$register$1,2,
m_137359_,lambda$static$2,2,
m_13736_,lambda$forward$2,2,
m_137381_,lambda$register$9,2,
m_137383_,lambda$register$1,2,
m_137385_,fillBlocks,2,
m_137394_,lambda$register$8,2,
m_137396_,lambda$register$7,2,
m_137398_,lambda$register$6,2,
m_137400_,lambda$register$4,2,
m_137402_,lambda$register$3,2,
m_137404_,lambda$register$2,2,
m_13740_,backward,2,
m_137417_,lambda$static$3,2,
m_137422_,lambda$static$2,2,
m_137427_,lambda$static$1,2,
m_137432_,lambda$static$0,2,
m_137448_,toMap,2,
m_137449_,runWithRetries,2,
m_13744_,fromList,2,
m_137453_,getPropertyName,2,
m_137456_,fetchChoiceType,2,
m_137466_,findNextInIterable,2,
m_137469_,make,2,
m_137474_,name,2,
m_137477_,makeExecutor,2,
m_137479_,offsetByCodepoints,2,
m_137483_,sanitizeName,2,
m_137489_,prefix,2,
m_137492_,makeDescriptionId,2,
m_137495_,onThreadException,2,
m_137500_,createDeleter,2,
m_137502_,createRenamer,2,
m_137505_,safeReplaceFile,2,
m_137509_,lastOf,2,
m_137521_,ifElse,2,
m_137531_,shutdownExecutor,2,
m_137537_,make,2,
m_137539_,fixedSize,2,
m_137548_,executeInSequence,2,
m_137550_,getMillis,2,
m_137551_,doFetchChoiceType,2,
m_137554_,findPreviousInIterable,2,
m_137559_,throwAsRuntime,2,
m_137561_,createFileDeletedCheck,2,
m_137563_,copyBetweenDirs,2,
m_137567_,sequence,2,
m_137569_,getNanos,2,
m_137570_,pauseInIde,2,
m_137572_,createFileCreatedCheck,2,
m_137574_,getEpochMillis,2,
m_137575_,describeError,2,
m_137580_,shutdownExecutors,2,
m_137581_,getPlatform,2,
m_137582_,getVmArguments,2,
m_137584_,startTimerHackThread,2,
m_137586_,makeIoExecutor,2,
m_137644_,openFile,2,
m_137646_,openUri,2,
m_137648_,openUri,2,
m_137673_,lambda$removeAll$13,2,
m_137676_,register,2,
m_137678_,lambda$register$9,2,
m_13767_,fromJson,2,
m_137680_,listForceLoad,2,
m_137682_,queryForceLoad,2,
m_137685_,changeForceLoad,2,
m_137693_,lambda$register$8,2,
m_137695_,removeAll,2,
m_137700_,lambda$register$7,2,
m_137702_,lambda$register$2,2,
m_137704_,lambda$register$6,2,
m_137706_,lambda$register$5,2,
m_137708_,lambda$register$4,2,
m_137710_,lambda$register$3,2,
m_137714_,register,2,
m_137718_,lambda$static$3,2,
m_13771_,fromNullableJson,2,
m_137721_,lambda$register$5,2,
m_137729_,register,2,
m_137731_,setMode,2,
m_137735_,lambda$register$0,2,
